track 1;
22 "0.2113 0.1077 0.1912 0.1251 0.1848 0.2851 0.1132 0.0676 0.0453 0.0341 0.0288 0.0259 0.0251 0.0251 0.0261 0.4401";
21 "0.2735 0.0431 0.0599 0.1360 0.2039 0.3212 0.1439 0.0822 0.0519 0.0375 0.0304 0.0267 0.0256 0.0250 0.0256 0.4962";
20 "0.2649 0.0317 0.0322 0.1310 0.1972 0.3195 0.1408 0.0797 0.0504 0.0370 0.0302 0.0265 0.0256 0.0253 0.0267 0.5403";
19 "0.4942 0.0197 0.0094 0.1546 0.2350 0.3730 0.2520 0.1339 0.0750 0.0488 0.0360 0.0293 0.0265 0.0254 0.0262 0.5860";
20 "0.4909 0.0262 0.0247 0.1511 0.2290 0.3621 0.2504 0.1331 0.0747 0.0488 0.0360 0.0293 0.0264 0.0254 0.0261 0.5684";
8 "0.3125 0.1290 0.2289 0.1248 0.1901 0.2832 0.1652 0.0928 0.0566 0.0399 0.0316 0.0272 0.0255 0.0248 0.0242 0.4090";
33 "0.5007 0.0192 0.0092 0.1467 0.2216 0.3490 0.2561 0.1354 0.0757 0.0492 0.0360 0.0293 0.0264 0.0254 0.0260 0.5494";
40 "0.4692 0.0405 0.0538 0.1454 0.2199 0.3471 0.2400 0.1279 0.0726 0.0477 0.0353 0.0292 0.0264 0.0254 0.0261 0.5478";
20 "0.3403 0.3539 0.6910 0.1276 0.1870 0.3023 0.1773 0.0971 0.0585 0.0411 0.0320 0.0275 0.0260 0.0254 0.0270 0.5202";
20 "0.4472 0.3301 0.6405 0.1437 0.2195 0.3356 0.2322 0.1245 0.0709 0.0468 0.0348 0.0287 0.0261 0.0251 0.0255 0.5084";
20 "0.1253 0.2368 0.4539 0.0985 0.1409 0.2202 0.0713 0.0470 0.0353 0.0292 0.0265 0.0248 0.0245 0.0247 0.0254 0.3372";
20 "0.3471 0.0201 0.0079 0.1334 0.1990 0.3097 0.1785 0.0989 0.0598 0.0410 0.0322 0.0276 0.0258 0.0248 0.0247 0.4526";
20 "0.3075 0.0209 0.0132 0.1353 0.2014 0.3028 0.1649 0.0933 0.0571 0.0400 0.0317 0.0273 0.0256 0.0248 0.0247 0.4483";
20 "0.1992 0.0172 0.0079 0.1266 0.1870 0.2806 0.1111 0.0670 0.0450 0.0343 0.0288 0.0260 0.0251 0.0248 0.0247 0.4231";
20 "0.5025 0.0192 0.0089 0.1539 0.2340 0.3710 0.2572 0.1359 0.0759 0.0493 0.0360 0.0293 0.0264 0.0254 0.0262 0.5836";
17 "0.5436 0.0197 0.0096 0.1564 0.2382 0.3791 0.2784 0.1459 0.0811 0.0518 0.0371 0.0303 0.0272 0.0259 0.0264 0.5996";
23 "0.1249 0.0231 0.0187 0.1089 0.1580 0.2359 0.0756 0.0502 0.0369 0.0305 0.0271 0.0251 0.0248 0.0249 0.0253 0.3689";
20 "0.3161 0.0245 0.0223 0.1290 0.1900 0.2829 0.1673 0.0939 0.0571 0.0402 0.0317 0.0273 0.0259 0.0251 0.0249 0.4169";
20 "0.3940 0.0212 0.0110 0.1428 0.2151 0.3388 0.2025 0.1101 0.0648 0.0438 0.0335 0.0282 0.0260 0.0253 0.0261 0.5286";
22 "0.4084 0.0306 0.0293 0.1375 0.2072 0.3379 0.2097 0.1126 0.0657 0.0444 0.0337 0.0283 0.0261 0.0254 0.0267 0.5721";
17 "0.5112 0.0333 0.0366 0.1560 0.2390 0.3841 0.2588 0.1366 0.0764 0.0493 0.0361 0.0294 0.0267 0.0256 0.0267 0.5913";
22 "0.5339 0.0485 0.0702 0.1531 0.2327 0.3685 0.2735 0.1437 0.0800 0.0512 0.0371 0.0302 0.0271 0.0259 0.0262 0.5789";
19 "0.5423 0.0413 0.0553 0.1537 0.2337 0.3703 0.2777 0.1456 0.0809 0.0518 0.0371 0.0302 0.0271 0.0259 0.0262 0.5820";
20 "0.5506 0.0277 0.0248 0.1543 0.2355 0.3738 0.2819 0.1482 0.0819 0.0520 0.0372 0.0302 0.0272 0.0260 0.0262 0.5888";
21 "0.5664 0.0262 0.0241 0.1577 0.2403 0.3842 0.2903 0.1522 0.0838 0.0529 0.0380 0.0303 0.0272 0.0261 0.0262 0.6053";
20 "0.5623 0.0794 0.1326 0.1568 0.2401 0.3840 0.2881 0.1511 0.0831 0.0526 0.0376 0.0302 0.0271 0.0260 0.0262 0.6065";
19 "0.5706 0.3166 0.6163 0.1574 0.2403 0.3840 0.2926 0.1532 0.0841 0.0530 0.0378 0.0302 0.0272 0.0261 0.0261 0.6046";
20 "0.5616 0.0244 0.0195 0.1579 0.2414 0.3863 0.2876 0.1509 0.0830 0.0527 0.0378 0.0303 0.0272 0.0262 0.0264 0.6097";
21 "0.4643 0.0646 0.0999 0.1428 0.2162 0.3404 0.2387 0.1272 0.0723 0.0476 0.0353 0.0292 0.0266 0.0258 0.0262 0.5328";
20 "0.1520 0.3490 0.6886 0.1161 0.1682 0.2476 0.0884 0.0565 0.0397 0.0316 0.0277 0.0253 0.0248 0.0245 0.0242 0.3561";
21 "0.5075 0.1951 0.3736 0.1554 0.2327 0.3717 0.2564 0.1356 0.0762 0.0491 0.0360 0.0294 0.0269 0.0259 0.0261 0.5534";
19 "0.5291 0.2943 0.5709 0.1559 0.2377 0.3786 0.2709 0.1425 0.0794 0.0509 0.0369 0.0299 0.0271 0.0259 0.0262 0.5963";
16 "0.3211 0.3123 0.6131 0.1320 0.1955 0.2935 0.1713 0.0958 0.0582 0.0405 0.0319 0.0275 0.0259 0.0251 0.0245 0.4262";
23 "0.3152 0.3236 0.6333 0.1311 0.1933 0.3090 0.1674 0.0930 0.0568 0.0402 0.0316 0.0272 0.0258 0.0251 0.0264 0.5203";
21 "0.5477 0.1187 0.2121 0.1536 0.2361 0.3758 0.2803 0.1470 0.0814 0.0520 0.0374 0.0300 0.0271 0.0260 0.0262 0.5910";
20 "0.5533 0.0469 0.0659 0.1550 0.2360 0.3750 0.2834 0.1488 0.0820 0.0521 0.0372 0.0303 0.0272 0.0260 0.0262 0.5902";
20 "0.5590 0.0353 0.0416 0.1547 0.2371 0.3779 0.2862 0.1503 0.0827 0.0526 0.0376 0.0303 0.0272 0.0261 0.0262 0.5947";
18 "0.5642 0.0205 0.0118 0.1563 0.2382 0.3797 0.2892 0.1515 0.0831 0.0527 0.0380 0.0303 0.0272 0.0260 0.0262 0.5983";
21 "0.5675 0.0253 0.0211 0.1570 0.2393 0.3820 0.2911 0.1524 0.0839 0.0527 0.0380 0.0303 0.0272 0.0260 0.0262 0.6024";
21 "0.5451 0.0269 0.0245 0.1557 0.2371 0.3779 0.2791 0.1463 0.0811 0.0518 0.0371 0.0302 0.0271 0.0259 0.0262 0.5949";
19 "0.5333 0.0293 0.0295 0.1549 0.2364 0.3797 0.2693 0.1420 0.0791 0.0502 0.0363 0.0298 0.0270 0.0259 0.0261 0.5698";
22 "0.0306 0.0219 0.0193 0.1116 0.1620 0.2412 0.0281 0.0276 0.0264 0.0248 0.0243 0.0237 0.0243 0.0243 0.0243 0.3409";
19 "0.3611 0.0437 0.0585 0.1362 0.2031 0.3225 0.1865 0.1022 0.0613 0.0420 0.0326 0.0277 0.0259 0.0253 0.0260 0.5211";
41 "0.1453 0.1196 0.2190 0.1192 0.1757 0.2688 0.0807 0.0521 0.0377 0.0304 0.0271 0.0250 0.0245 0.0247 0.0250 0.3908";
20 "0.2703 0.0234 0.0147 0.1198 0.1770 0.2830 0.1394 0.0792 0.0503 0.0365 0.0299 0.0265 0.0255 0.0253 0.0241 0.3426";
20 "0.5079 0.1137 0.1980 0.1489 0.2303 0.3654 0.2599 0.1370 0.0764 0.0494 0.0361 0.0294 0.0265 0.0255 0.0261 0.5728";
20 "0.5272 0.0270 0.0262 0.1518 0.2292 0.3628 0.2698 0.1421 0.0791 0.0509 0.0371 0.0299 0.0270 0.0258 0.0262 0.5711";
24 "0.1176 0.0219 0.0136 0.1002 0.1443 0.2228 0.0674 0.0455 0.0346 0.0289 0.0262 0.0247 0.0245 0.0247 0.0255 0.3478";
16 "0.4229 0.0454 0.0643 0.1439 0.2162 0.3403 0.2162 0.1166 0.0680 0.0452 0.0341 0.0284 0.0262 0.0254 0.0260 0.5322";
20 "0.4314 0.3648 0.7092 0.1362 0.2052 0.3319 0.2212 0.1182 0.0682 0.0457 0.0342 0.0287 0.0262 0.0254 0.0265 0.5499";
21 "0.5140 0.2024 0.3841 0.1483 0.2224 0.3505 0.2635 0.1389 0.0774 0.0501 0.0364 0.0297 0.0267 0.0256 0.0261 0.5516";
19 "0.5346 0.3610 0.7053 0.1504 0.2274 0.3591 0.2738 0.1437 0.0800 0.0512 0.0370 0.0302 0.0271 0.0260 0.0262 0.5634";
21 "0.5367 0.3545 0.6930 0.1503 0.2276 0.3593 0.2749 0.1444 0.0801 0.0515 0.0370 0.0302 0.0271 0.0259 0.0262 0.5644";
16 "0.4794 0.2558 0.4963 0.1431 0.2168 0.3508 0.2453 0.1300 0.0734 0.0481 0.0355 0.0292 0.0265 0.0254 0.0262 0.5638";
23 "0.5300 0.0742 0.1171 0.1448 0.2252 0.3561 0.2713 0.1427 0.0795 0.0509 0.0370 0.0299 0.0271 0.0258 0.0262 0.5589";
22 "0.5329 0.3594 0.7028 0.1496 0.2256 0.3559 0.2730 0.1435 0.0800 0.0512 0.0370 0.0302 0.0271 0.0260 0.0261 0.5504";
18 "0.5204 0.3565 0.6971 0.1463 0.2196 0.3455 0.2661 0.1403 0.0785 0.0504 0.0369 0.0299 0.0271 0.0259 0.0261 0.5412";
20 "0.4001 0.3234 0.6274 0.1395 0.2106 0.3340 0.2051 0.1112 0.0654 0.0441 0.0335 0.0281 0.0262 0.0254 0.0259 0.5296";
19 "0.5115 0.2928 0.5690 0.1497 0.2265 0.3575 0.2619 0.1381 0.0769 0.0498 0.0363 0.0294 0.0267 0.0256 0.0261 0.5621";
22 "0.4929 0.1264 0.2293 0.1453 0.2226 0.3562 0.2520 0.1332 0.0748 0.0488 0.0358 0.0293 0.0265 0.0255 0.0261 0.5673";
20 "0.5120 0.2526 0.4897 0.1453 0.2191 0.3444 0.2625 0.1382 0.0769 0.0498 0.0363 0.0294 0.0266 0.0255 0.0260 0.5400";
20 "0.4882 0.0541 0.0830 0.1428 0.2140 0.3373 0.2470 0.1309 0.0736 0.0479 0.0353 0.0289 0.0264 0.0254 0.0258 0.5121";
22 "0.0628 0.1834 0.3479 0.1140 0.1699 0.2628 0.0431 0.0343 0.0294 0.0265 0.0251 0.0241 0.0243 0.0244 0.0247 0.3921";
18 "0.2410 0.2694 0.5202 0.1225 0.1834 0.2846 0.1281 0.0750 0.0485 0.0355 0.0295 0.0262 0.0253 0.0248 0.0249 0.4306";
21 "0.4720 0.0374 0.0464 0.1453 0.2191 0.3448 0.2412 0.1286 0.0730 0.0479 0.0352 0.0293 0.0264 0.0254 0.0258 0.5401";
18 "0.3802 0.1072 0.1906 0.1386 0.2071 0.3309 0.1935 0.1055 0.0629 0.0426 0.0328 0.0278 0.0260 0.0251 0.0256 0.4907";
21 "0.4849 0.2304 0.4362 0.1425 0.2195 0.3461 0.2473 0.1314 0.0740 0.0483 0.0356 0.0292 0.0265 0.0254 0.0260 0.5435";
19 "0.0353 0.1121 0.2056 0.1205 0.1769 0.2710 0.0331 0.0294 0.0270 0.0259 0.0249 0.0241 0.0244 0.0245 0.0254 0.4432";
21 "0.5242 0.1707 0.3141 0.1482 0.2296 0.3641 0.2682 0.1414 0.0787 0.0505 0.0369 0.0299 0.0271 0.0260 0.0261 0.5716";
20 "0.5218 0.3603 0.7035 0.1500 0.2266 0.3577 0.2672 0.1409 0.0786 0.0508 0.0370 0.0299 0.0270 0.0259 0.0262 0.5620";
21 "0.1271 0.3572 0.7004 0.1227 0.1808 0.2804 0.0729 0.0483 0.0360 0.0297 0.0267 0.0249 0.0247 0.0247 0.0254 0.4426";
20 "0.4430 0.3598 0.7028 0.1489 0.2252 0.3556 0.2257 0.1211 0.0701 0.0463 0.0347 0.0289 0.0262 0.0254 0.0261 0.5579";
19 "0.4977 0.3602 0.7033 0.1505 0.2279 0.3604 0.2543 0.1348 0.0754 0.0490 0.0360 0.0293 0.0264 0.0254 0.0260 0.5664";
20 "0.3869 0.3608 0.7041 0.1477 0.2234 0.3558 0.1990 0.1080 0.0640 0.0435 0.0332 0.0281 0.0262 0.0254 0.0260 0.5643";
21 "0.0545 0.3572 0.7008 0.1364 0.2034 0.3191 0.0411 0.0333 0.0287 0.0264 0.0251 0.0241 0.0244 0.0245 0.0254 0.5053";
17 "0.1695 0.3605 0.7048 0.1438 0.2163 0.3432 0.0945 0.0580 0.0404 0.0321 0.0278 0.0254 0.0249 0.0249 0.0258 0.5457";
21 "0.3044 0.3587 0.7026 0.1481 0.2235 0.3529 0.1596 0.0894 0.0555 0.0392 0.0313 0.0271 0.0258 0.0253 0.0262 0.5607";
22 "0.1905 0.1902 0.3599 0.1458 0.2205 0.3486 0.1040 0.0623 0.0425 0.0331 0.0283 0.0256 0.0250 0.0250 0.0261 0.5578";
20 "0.0103 0.2713 0.5246 0.1372 0.2049 0.3210 0.0184 0.0225 0.0236 0.0238 0.0239 0.0234 0.0242 0.0244 0.0253 0.5030";
20 "0.3819 0.3305 0.6525 0.1563 0.2309 0.3659 0.1980 0.1083 0.0637 0.0433 0.0333 0.0281 0.0259 0.0253 0.0259 0.5767";
19 "0.4992 0.1463 0.2760 0.1579 0.2364 0.3747 0.2552 0.1353 0.0756 0.0491 0.0360 0.0293 0.0266 0.0255 0.0260 0.5891";
21 "0.5333 0.0389 0.0493 0.1549 0.2365 0.3763 0.2731 0.1435 0.0798 0.0510 0.0371 0.0302 0.0271 0.0259 0.0262 0.5914";
20 "0.1485 0.0206 0.0114 0.1376 0.2062 0.3280 0.0846 0.0530 0.0380 0.0309 0.0272 0.0251 0.0249 0.0249 0.0260 0.5311";
20 "0.1638 0.2031 0.3898 0.1336 0.1990 0.3085 0.0939 0.0582 0.0409 0.0321 0.0280 0.0255 0.0249 0.0248 0.0249 0.4772";
20 "0.4224 0.0808 0.1387 0.1453 0.2191 0.3476 0.2156 0.1163 0.0679 0.0453 0.0341 0.0284 0.0262 0.0254 0.0258 0.5483";
20 "0.4335 0.3228 0.6313 0.1486 0.2224 0.3500 0.2220 0.1195 0.0693 0.0461 0.0344 0.0286 0.0264 0.0254 0.0258 0.5466";
20 "0.3680 0.3500 0.6828 0.1424 0.2145 0.3404 0.1897 0.1035 0.0620 0.0422 0.0326 0.0278 0.0260 0.0251 0.0250 0.5237";
17 "0.1874 0.0228 0.0143 0.1222 0.1803 0.2832 0.1037 0.0619 0.0421 0.0330 0.0282 0.0256 0.0250 0.0250 0.0260 0.4686";
23 "0.4651 0.1156 0.2136 0.1492 0.2201 0.3461 0.2382 0.1272 0.0725 0.0477 0.0353 0.0292 0.0264 0.0254 0.0258 0.5439";
20 "0.4752 0.2042 0.3895 0.1470 0.2193 0.3462 0.2395 0.1277 0.0723 0.0472 0.0352 0.0289 0.0262 0.0254 0.0260 0.5357";
20 "0.3628 0.3466 0.6781 0.1416 0.2122 0.3315 0.1873 0.1027 0.0619 0.0421 0.0326 0.0278 0.0260 0.0254 0.0255 0.5146";
20 "0.4595 0.3128 0.6088 0.1464 0.2198 0.3456 0.2354 0.1257 0.0720 0.0472 0.0350 0.0292 0.0264 0.0254 0.0256 0.5423";
19 "0.4302 0.3589 0.7019 0.1471 0.2201 0.3464 0.2198 0.1185 0.0690 0.0459 0.0344 0.0286 0.0262 0.0253 0.0253 0.5410";
21 "0.2991 0.3483 0.6858 0.1342 0.1997 0.3051 0.1592 0.0903 0.0555 0.0393 0.0314 0.0271 0.0254 0.0249 0.0248 0.4615";
20 "0.4654 0.0366 0.0450 0.1456 0.2196 0.3455 0.2383 0.1272 0.0723 0.0476 0.0352 0.0293 0.0264 0.0254 0.0255 0.5421";
20 "0.3995 0.0201 0.0112 0.1424 0.2134 0.3305 0.2071 0.1128 0.0659 0.0444 0.0336 0.0284 0.0260 0.0253 0.0259 0.5396";
20 "0.4932 0.0610 0.0947 0.1460 0.2200 0.3464 0.2515 0.1339 0.0751 0.0488 0.0360 0.0293 0.0264 0.0254 0.0256 0.5439";
20 "0.5010 0.0599 0.0936 0.1454 0.2196 0.3454 0.2570 0.1358 0.0759 0.0493 0.0360 0.0293 0.0264 0.0254 0.0258 0.5421";
21 "0.5070 0.0588 0.0923 0.1464 0.2202 0.3465 0.2598 0.1369 0.0763 0.0496 0.0361 0.0293 0.0266 0.0255 0.0259 0.5439";
20 "0.4448 0.0582 0.0908 0.1403 0.2105 0.3296 0.2288 0.1225 0.0702 0.0463 0.0347 0.0287 0.0262 0.0254 0.0256 0.5158";
21 "0.5134 0.2600 0.5096 0.1513 0.2211 0.3471 0.2627 0.1384 0.0770 0.0499 0.0364 0.0295 0.0269 0.0256 0.0259 0.5452";
18 "0.5130 0.0204 0.0111 0.1460 0.2206 0.3468 0.2625 0.1383 0.0770 0.0498 0.0361 0.0293 0.0265 0.0254 0.0259 0.5451";
20 "0.5090 0.0678 0.1105 0.1477 0.2229 0.3516 0.2599 0.1371 0.0764 0.0496 0.0360 0.0293 0.0265 0.0254 0.0260 0.5513";
21 "0.5090 0.0333 0.0366 0.1455 0.2207 0.3477 0.2605 0.1373 0.0765 0.0497 0.0361 0.0293 0.0265 0.0255 0.0259 0.5461";
16 "0.3155 0.0178 0.0092 0.1366 0.2041 0.3142 0.1671 0.0944 0.0576 0.0400 0.0316 0.0273 0.0255 0.0248 0.0244 0.4686";
23 "0.3500 0.0864 0.1475 0.1449 0.2182 0.3467 0.1784 0.0980 0.0595 0.0408 0.0320 0.0275 0.0259 0.0253 0.0249 0.4767";
20 "0.0104 0.0642 0.1061 0.1190 0.1754 0.2727 0.0188 0.0225 0.0236 0.0239 0.0239 0.0236 0.0241 0.0244 0.0254 0.4323";
21 "0.0866 0.0918 0.1629 0.1284 0.1920 0.3048 0.0547 0.0389 0.0314 0.0275 0.0256 0.0243 0.0245 0.0247 0.0258 0.4894";
20 "0.0079 0.0632 0.1065 0.1205 0.1774 0.2780 0.0175 0.0221 0.0233 0.0236 0.0238 0.0234 0.0243 0.0244 0.0253 0.4379";
18 "0.2951 0.1211 0.2152 0.1394 0.2144 0.3387 0.1536 0.0864 0.0541 0.0382 0.0306 0.0269 0.0256 0.0251 0.0256 0.5264";
23 "0.4129 0.0505 0.0734 0.1439 0.2166 0.3395 0.2119 0.1149 0.0673 0.0449 0.0339 0.0284 0.0262 0.0254 0.0256 0.5322";
20 "0.4953 0.0447 0.0615 0.1465 0.2211 0.3479 0.2522 0.1338 0.0751 0.0488 0.0360 0.0293 0.0265 0.0254 0.0259 0.5461";
19 "0.5049 0.0214 0.0132 0.1471 0.2217 0.3495 0.2588 0.1367 0.0762 0.0497 0.0361 0.0293 0.0265 0.0254 0.0259 0.5487";
21 "0.2707 0.0339 0.0418 0.1388 0.2075 0.3234 0.1445 0.0831 0.0524 0.0377 0.0306 0.0269 0.0254 0.0250 0.0254 0.5010";
19 "0.5245 0.0321 0.0358 0.1526 0.2316 0.3665 0.2685 0.1415 0.0790 0.0508 0.0370 0.0299 0.0271 0.0259 0.0262 0.5751";
22 "0.5385 0.0498 0.0723 0.1543 0.2338 0.3705 0.2757 0.1445 0.0805 0.0515 0.0371 0.0302 0.0271 0.0259 0.0260 0.5739";
19 "0.5215 0.0888 0.1568 0.1503 0.2260 0.3562 0.2671 0.1408 0.0786 0.0507 0.0369 0.0298 0.0270 0.0258 0.0260 0.5584";
19 "0.5194 0.1199 0.2220 0.1526 0.2238 0.3518 0.2663 0.1405 0.0784 0.0507 0.0369 0.0299 0.0271 0.0259 0.0261 0.5526";
21 "0.5362 0.0492 0.0722 0.1515 0.2294 0.3627 0.2747 0.1442 0.0802 0.0514 0.0371 0.0302 0.0271 0.0260 0.0262 0.5716";
19 "0.5366 0.3595 0.7026 0.1503 0.2276 0.3595 0.2748 0.1443 0.0801 0.0515 0.0371 0.0302 0.0272 0.0260 0.0262 0.5646";
20 "0.5200 0.0596 0.0927 0.1463 0.2218 0.3497 0.2664 0.1405 0.0783 0.0505 0.0366 0.0297 0.0269 0.0258 0.0260 0.5491";
21 "0.5235 0.2382 0.4638 0.1493 0.2226 0.3503 0.2680 0.1413 0.0789 0.0507 0.0370 0.0299 0.0271 0.0258 0.0261 0.5497";
20 "0.5273 0.3172 0.6226 0.1508 0.2237 0.3520 0.2699 0.1422 0.0792 0.0509 0.0369 0.0300 0.0271 0.0258 0.0261 0.5528";
20 "0.5229 0.0610 0.0995 0.1503 0.2235 0.3515 0.2677 0.1413 0.0789 0.0508 0.0370 0.0299 0.0270 0.0258 0.0261 0.5513";
20 "0.5203 0.3504 0.6825 0.1459 0.2205 0.3467 0.2665 0.1406 0.0784 0.0507 0.0369 0.0298 0.0270 0.0256 0.0261 0.5449";
20 "0.5178 0.0276 0.0264 0.1464 0.2206 0.3470 0.2653 0.1399 0.0779 0.0504 0.0366 0.0297 0.0269 0.0255 0.0259 0.5440";
22 "0.4815 0.3064 0.5974 0.1481 0.2235 0.3531 0.2455 0.1305 0.0737 0.0483 0.0358 0.0292 0.0264 0.0254 0.0260 0.5563";
18 "0.2100 0.1098 0.1908 0.1284 0.1968 0.3072 0.1152 0.0681 0.0454 0.0342 0.0288 0.0260 0.0251 0.0250 0.0255 0.4857";
19 "0.3951 0.0188 0.0082 0.1465 0.2209 0.3477 0.2023 0.1102 0.0652 0.0440 0.0335 0.0283 0.0262 0.0254 0.0256 0.5458";
21 "0.0936 0.0171 0.0079 0.1229 0.1813 0.2764 0.0582 0.0422 0.0333 0.0282 0.0260 0.0245 0.0245 0.0247 0.0249 0.4163";
20 "0.2041 0.1566 0.2924 0.1287 0.1911 0.2967 0.1115 0.0669 0.0448 0.0341 0.0288 0.0258 0.0250 0.0249 0.0251 0.4615";
19 "0.1896 0.2731 0.5395 0.1370 0.1968 0.3012 0.1046 0.0646 0.0438 0.0336 0.0286 0.0258 0.0251 0.0248 0.0250 0.4545";
21 "0.3172 0.0381 0.0483 0.1420 0.2127 0.3315 0.1662 0.0928 0.0573 0.0400 0.0316 0.0273 0.0259 0.0253 0.0256 0.5175";
19 "0.1765 0.0626 0.1033 0.1356 0.2014 0.3105 0.0995 0.0615 0.0425 0.0330 0.0283 0.0256 0.0249 0.0248 0.0250 0.4802";
21 "0.4805 0.0693 0.1149 0.1541 0.2321 0.3672 0.2453 0.1305 0.0737 0.0482 0.0355 0.0293 0.0265 0.0254 0.0260 0.5764";
19 "0.5169 0.0376 0.0487 0.1529 0.2314 0.3659 0.2649 0.1394 0.0775 0.0501 0.0364 0.0294 0.0269 0.0255 0.0262 0.5886";
21 "0.5506 0.0984 0.1723 0.1571 0.2390 0.3815 0.2820 0.1480 0.0818 0.0520 0.0372 0.0300 0.0271 0.0259 0.0261 0.6020";
20 "0.5366 0.0266 0.0243 0.1537 0.2338 0.3707 0.2748 0.1442 0.0801 0.0514 0.0370 0.0302 0.0272 0.0259 0.0262 0.5816";
17 "0.5388 0.0195 0.0092 0.1530 0.2326 0.3687 0.2759 0.1448 0.0805 0.0516 0.0371 0.0302 0.0272 0.0260 0.0262 0.5816";
23 "0.5390 0.1681 0.3194 0.1561 0.2329 0.3686 0.2760 0.1448 0.0805 0.0515 0.0371 0.0302 0.0271 0.0260 0.0261 0.5787";
20 "0.5465 0.0458 0.0635 0.1543 0.2349 0.3726 0.2798 0.1467 0.0812 0.0518 0.0371 0.0303 0.0272 0.0260 0.0262 0.5854";
20 "0.5289 0.0189 0.0082 0.1499 0.2271 0.3587 0.2708 0.1427 0.0796 0.0510 0.0370 0.0302 0.0271 0.0258 0.0262 0.5645";
19 "0.5784 0.0199 0.0103 0.1607 0.2461 0.3932 0.2967 0.1554 0.0853 0.0536 0.0381 0.0303 0.0272 0.0261 0.0262 0.6210";
20 "0.5747 0.0188 0.0078 0.1599 0.2450 0.3914 0.2948 0.1543 0.0848 0.0536 0.0381 0.0303 0.0272 0.0261 0.0262 0.6188";
22 "0.5616 0.0188 0.0078 0.1569 0.2395 0.3826 0.2876 0.1510 0.0829 0.0527 0.0378 0.0303 0.0272 0.0261 0.0262 0.6036";
19 "0.5567 0.0188 0.0078 0.1560 0.2379 0.3792 0.2848 0.1497 0.0824 0.0525 0.0376 0.0303 0.0272 0.0260 0.0262 0.5928";
20 "0.5443 0.0419 0.0571 0.1544 0.2340 0.3708 0.2787 0.1461 0.0812 0.0519 0.0372 0.0303 0.0272 0.0260 0.0262 0.5815";
25 "0.5257 0.0187 0.0078 0.1636 0.2509 0.3965 0.2715 0.1444 0.0808 0.0514 0.0371 0.0297 0.0270 0.0258 0.0258 0.6131";
16 "0.5511 0.0192 0.0081 0.1549 0.2359 0.3770 0.2818 0.1477 0.0818 0.0520 0.0372 0.0302 0.0272 0.0260 0.0262 0.5950";
20 "0.5307 0.0194 0.0094 0.1510 0.2290 0.3621 0.2715 0.1428 0.0796 0.0509 0.0370 0.0302 0.0272 0.0260 0.0262 0.5684";
19 "0.4532 0.0722 0.1194 0.1449 0.2183 0.3440 0.2327 0.1245 0.0713 0.0470 0.0349 0.0289 0.0265 0.0254 0.0258 0.5400";
3 "0.1442 0.0353 0.0459 0.1273 0.1887 0.2923 0.0845 0.0543 0.0389 0.0313 0.0275 0.0251 0.0248 0.0247 0.0249 0.4572";
39 "0.4691 0.0356 0.0410 0.1521 0.2317 0.3687 0.2372 0.1264 0.0719 0.0471 0.0349 0.0291 0.0262 0.0254 0.0262 0.5739";
19 "0.0079 0.0189 0.0110 0.1355 0.2018 0.3160 0.0175 0.0220 0.0233 0.0236 0.0237 0.0234 0.0243 0.0244 0.0253 0.4990";
21 "0.2133 0.0241 0.0216 0.1427 0.2144 0.3332 0.1162 0.0693 0.0463 0.0344 0.0291 0.0259 0.0253 0.0250 0.0253 0.5079";
15 "0.3627 0.0868 0.1488 0.1602 0.2451 0.3920 0.1875 0.1026 0.0617 0.0422 0.0326 0.0278 0.0261 0.0254 0.0262 0.6202";
24 "0.0308 0.0220 0.0173 0.1327 0.1967 0.3069 0.0295 0.0273 0.0259 0.0250 0.0244 0.0237 0.0243 0.0245 0.0254 0.4863";
20 "0.0377 0.0214 0.0161 0.1344 0.2002 0.3146 0.0315 0.0287 0.0265 0.0251 0.0245 0.0238 0.0242 0.0245 0.0254 0.4974";
21 "0.2576 0.0715 0.1232 0.1514 0.2281 0.3573 0.1388 0.0796 0.0512 0.0372 0.0303 0.0266 0.0255 0.0250 0.0255 0.5578";
19 "0.5136 0.1082 0.1990 0.1580 0.2392 0.3816 0.2627 0.1386 0.0772 0.0499 0.0363 0.0294 0.0266 0.0256 0.0261 0.5988";
18 "0.2317 0.2970 0.5838 0.1447 0.2155 0.3368 0.1250 0.0737 0.0480 0.0355 0.0295 0.0262 0.0251 0.0249 0.0251 0.5159";
25 "0.3974 0.0936 0.1640 0.1547 0.2345 0.3727 0.2042 0.1110 0.0656 0.0440 0.0335 0.0282 0.0261 0.0253 0.0255 0.5806";
18 "0.4775 0.0691 0.1151 0.1549 0.2349 0.3722 0.2439 0.1298 0.0736 0.0481 0.0354 0.0293 0.0264 0.0254 0.0260 0.5842";
19 "0.5457 0.1160 0.2111 0.1592 0.2426 0.3881 0.2793 0.1465 0.0812 0.0518 0.0372 0.0302 0.0271 0.0260 0.0262 0.6132";
21 "0.5440 0.3613 0.7054 0.1557 0.2371 0.3777 0.2787 0.1463 0.0811 0.0519 0.0371 0.0303 0.0272 0.0261 0.0262 0.5982";
19 "0.5632 0.2950 0.5711 0.1588 0.2432 0.3892 0.2886 0.1513 0.0831 0.0526 0.0377 0.0302 0.0272 0.0261 0.0262 0.6154";
